"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LMAN1",8.71814754264088e-255,0.865997593407305,0.811,0.265,1.80718480411403e-250,"pDC","LMAN1"
"CAT3",1.30331392095896e-252,0.914070988072183,0.83,0.292,2.70163942675584e-248,"pDC","CAT"
"UCP28",1.70368536006078e-252,1.0971856387874,0.965,0.646,3.53156938286999e-248,"pDC","UCP2"
"SLC20A1",2.0739555887685e-252,0.892445501827399,0.735,0.219,4.29910253995823e-248,"pDC","SLC20A1"
"LAIR1",2.08281831393282e-252,0.881776859680513,0.763,0.231,4.31747408295134e-248,"pDC","LAIR1"
"TARBP1",1.83121363727093e-248,0.555542307519846,0.511,0.088,3.79592274869892e-244,"pDC","TARBP1"
"IRF2BP21",5.56418866464315e-246,1.11776682393201,0.923,0.476,1.15340066829388e-241,"pDC","IRF2BP2"
"ADAM19",1.37831243575951e-245,0.623075802599838,0.521,0.085,2.85710384808589e-241,"pDC","ADAM19"
"TMIGD2",1.88421988512383e-245,0.615433963657045,0.521,0.092,3.90579939987318e-241,"pDC","TMIGD2"
"ARID3A1",1.89323718127063e-245,0.804116963547615,0.714,0.182,3.9244913530559e-241,"pDC","ARID3A"
"CNP",3.54918588518337e-245,0.648399769732133,0.583,0.116,7.35710742139661e-241,"pDC","CNP"
"CYSLTR1",7.45326567704213e-245,0.833920633791667,0.707,0.181,1.54498744219406e-240,"pDC","CYSLTR1"
"UBE2E2",1.60832200295331e-244,0.644079251402373,0.611,0.123,3.33389067992191e-240,"pDC","UBE2E2"
"USF2",1.7915800679901e-243,0.937465173085094,0.872,0.39,3.71376632293667e-239,"pDC","USF2"
"CAPG2",3.36596144762058e-241,0.901563137411836,0.842,0.284,6.9773014847727e-237,"pDC","CAPG"
"SULF23",3.7806557061922e-241,0.886569448334337,0.83,0.28,7.8369212133658e-237,"pDC","SULF2"
"PAXX7",3.54322264649017e-240,1.06136170274641,0.891,0.431,7.34474622390948e-236,"pDC","PAXX"
"FAM214A",1.25148752744068e-239,0.746032199150145,0.674,0.179,2.59420849563178e-235,"pDC","FAM214A"
"TRAM1",1.02810654180225e-236,0.995127184661142,0.897,0.47,2.13116205050187e-232,"pDC","TRAM1"
"MDN1",1.26528027103582e-236,0.688704899273902,0.592,0.136,2.62279947383016e-232,"pDC","MDN1"
"TATDN3",1.31610251235072e-236,0.640632625614775,0.563,0.105,2.72814889785181e-232,"pDC","TATDN3"
"SIT1",3.39811552161957e-235,0.699598933704549,0.518,0.093,7.04395366476521e-231,"pDC","SIT1"
"CTSZ3",2.20841781754192e-234,1.06559220091061,0.956,0.439,4.57782929398264e-230,"pDC","CTSZ"
"DCPS",1.1324492558788e-233,0.62413324945082,0.567,0.121,2.34745406251117e-229,"pDC","DCPS"
"RPS117",8.93395040002212e-233,0.705450398848647,1,1,1.85191857842059e-228,"pDC","RPS11"
"SSR33",4.10501985782328e-232,0.990955404156214,0.892,0.425,8.50929566328187e-228,"pDC","SSR3"
"SUSD1",2.19199593380891e-231,0.770032420368828,0.555,0.107,4.54378837119249e-227,"pDC","SUSD1"
"HLA-DPA17",2.42895328516903e-231,1.08962038220998,0.999,0.586,5.03497726482687e-227,"pDC","HLA-DPA1"
"ANTXR2",7.59873345655915e-226,0.673928891505062,0.619,0.146,1.57514145821015e-221,"pDC","ANTXR2"
"SMIM142",1.29865930537749e-225,0.795082436457042,0.76,0.241,2.69199087411699e-221,"pDC","SMIM14"
"TACC13",1.8327596402558e-225,0.959943137939058,0.864,0.378,3.79912745828624e-221,"pDC","TACC1"
"NUDT1",2.01513432600821e-225,0.727877350786487,0.736,0.226,4.17717194438241e-221,"pDC","NUDT1"
"N4BP2L1",5.51716862214004e-225,0.871393836561238,0.763,0.267,1.14365388368341e-220,"pDC","N4BP2L1"
"DDAH2",1.86683757357868e-222,0.686553808122409,0.669,0.171,3.86976760627124e-218,"pDC","DDAH2"
"MANF",3.30719414197344e-221,0.782228870996218,0.725,0.235,6.85548273689675e-217,"pDC","MANF"
"ABI2",5.89125016331782e-221,0.60695740929161,0.564,0.116,1.22119724635415e-216,"pDC","ABI2"
"HLA-DMA7",1.63358893226425e-220,1.00250340897856,0.916,0.363,3.38626649769057e-216,"pDC","HLA-DMA"
"GNA15",2.40696162415671e-220,0.644729547368126,0.537,0.099,4.98939075071444e-216,"pDC","GNA15"
"RNF5",7.57324120336378e-220,0.665036992637413,0.645,0.18,1.56985716904528e-215,"pDC","RNF5"
"MAN1A1",1.32743738878768e-219,0.709645162924848,0.635,0.165,2.75164496321799e-215,"pDC","MAN1A1"
"SFT2D11",3.12595514181335e-218,0.757222855186899,0.776,0.273,6.47979241346489e-214,"pDC","SFT2D1"
"HLA-DPB17",1.03397023256379e-217,1.02139255996712,0.994,0.609,2.14331689508148e-213,"pDC","HLA-DPB1"
"CTSB3",2.03347058755139e-217,0.883384418484353,0.928,0.379,4.21518118093527e-213,"pDC","CTSB"
"SNRPN1",4.17877356889176e-217,0.830867371972914,0.806,0.308,8.66217973095574e-213,"pDC","SNRPN"
"RAB11FIP12",6.35554402829406e-217,1.09632542098831,0.856,0.362,1.31744072162508e-212,"pDC","RAB11FIP1"
"AC007952.41",6.697731818785e-216,1.09677658587152,0.771,0.261,1.38837282871594e-211,"pDC","AC007952.4"
"CARD11",1.54916093482603e-215,0.587448262053682,0.534,0.111,3.21125570180088e-211,"pDC","CARD11"
"COMMD65",5.65632710913308e-214,0.869584328961579,0.993,0.909,1.1725000464522e-209,"pDC","COMMD6"
"PAIP1",8.33355830262955e-213,0.623577647047741,0.626,0.158,1.72746330055208e-208,"pDC","PAIP1"
"CNPY33",8.28632635728897e-212,0.95151722290171,0.911,0.461,1.71767259060243e-207,"pDC","CNPY3"
"ODC13",1.6095103212039e-210,0.683106113554859,0.743,0.228,3.33635394482356e-206,"pDC","ODC1"
"MIF4GD",4.30644400162053e-210,0.642558253438621,0.618,0.168,8.9268277709592e-206,"pDC","MIF4GD"
"SINHCAF1",4.42799390379227e-209,0.771737477014717,0.76,0.262,9.178788563171e-205,"pDC","SINHCAF"
"TSPAN31",1.14075579474426e-207,0.637618256827808,0.662,0.187,2.36467268692537e-203,"pDC","TSPAN3"
"PLEK6",2.047295888934e-205,0.961339194250491,0.981,0.572,4.24383964817129e-201,"pDC","PLEK"
"MFSD12",2.82944441745533e-204,0.583987085442652,0.61,0.158,5.86515533294315e-200,"pDC","MFSD12"
"SMARCB13",8.79391052087088e-204,0.692542080684791,0.699,0.213,1.82288971187133e-199,"pDC","SMARCB1"
"IVD",2.6737923580776e-203,0.612514740491237,0.569,0.132,5.54250417905905e-199,"pDC","IVD"
"CBX4",5.80730440692164e-203,0.765004839674371,0.688,0.208,1.20379613051079e-198,"pDC","CBX4"
"ERCC1",5.50105820109435e-202,0.743756353619287,0.721,0.231,1.14031435450485e-197,"pDC","ERCC1"
"MYL12A5",5.68890671810515e-202,0.705932313275641,0.999,0.976,1.17925347359602e-197,"pDC","MYL12A"
"CSF2RA",2.44788759417843e-201,0.629873655513131,0.625,0.157,5.07422619397246e-197,"pDC","CSF2RA"
"RPS810",2.9988307414794e-201,0.691791411335785,1,1,6.21627624401264e-197,"pDC","RPS8"
"CSNK1E",3.82358168958305e-201,0.553613387206279,0.517,0.109,7.9259024843367e-197,"pDC","CSNK1E"
"SCAMP4",1.03717683247179e-200,0.621404565413134,0.596,0.141,2.14996385603077e-196,"pDC","SCAMP4"
"MARCH9",1.14551094388699e-200,0.647898568399031,0.65,0.18,2.37452963558335e-196,"pDC","MARCH9"
"ARHGAP17",1.2186369361662e-200,0.58946559081615,0.59,0.144,2.52611250497892e-196,"pDC","ARHGAP17"
"ARHGAP18",8.37900307313785e-200,0.594913690694219,0.589,0.141,1.73688354703074e-195,"pDC","ARHGAP18"
"CYBA5",1.49900726670716e-198,0.832250499966691,1,0.954,3.10729216315727e-194,"pDC","CYBA"
"SUB17",4.51397151731642e-198,0.780865534428616,0.991,0.88,9.3570115582452e-194,"pDC","SUB1"
"SELL5",7.29407638248645e-195,0.949284162212881,0.972,0.623,1.51198909332562e-190,"pDC","SELL"
"IFNAR2",1.14429809512677e-194,0.651565373432856,0.663,0.205,2.37201552138828e-190,"pDC","IFNAR2"
"HINT112",2.04588530974053e-194,0.807832244282759,0.997,0.901,4.24091565856114e-190,"pDC","HINT1"
"GRN3",2.99870691313833e-194,0.917329415335069,0.981,0.426,6.21601956024445e-190,"pDC","GRN"
"OGT2",5.84014100442679e-194,0.803943141089567,0.837,0.383,1.21060282880763e-189,"pDC","OGT"
"SYK4",3.83917468357998e-193,0.801309644680638,0.789,0.287,7.95822520159294e-189,"pDC","SYK"
"FABP51",4.42123393012114e-192,0.634443297648427,0.563,0.134,9.16477581374811e-188,"pDC","FABP5"
"ZNF7063",8.5791839460778e-192,0.892558289320248,0.913,0.547,1.77837904018247e-187,"pDC","ZNF706"
"DPYSL23",1.59946598878037e-191,0.757749177426374,0.798,0.293,3.31553304814283e-187,"pDC","DPYSL2"
"RPL22L14",4.5267633202023e-191,0.948549453916597,0.871,0.474,9.38352768644735e-187,"pDC","RPL22L1"
"RAP1GDS1",4.01830432685272e-190,0.633058136695475,0.632,0.183,8.329543039133e-186,"pDC","RAP1GDS1"
"HLA-DMB5",1.01509804806212e-189,0.832634696650803,0.884,0.335,2.10419674382797e-185,"pDC","HLA-DMB"
"BAG11",3.00849322505606e-188,0.783279913393634,0.779,0.334,6.23630560621871e-184,"pDC","BAG1"
"HMGN17",8.24666214677557e-188,0.830559850075713,0.977,0.704,1.70945059640511e-183,"pDC","HMGN1"
"UVRAG4",1.35286091736109e-186,0.720087108493625,0.765,0.277,2.8043453955978e-182,"pDC","UVRAG"
"CANX1",8.23664702860496e-184,0.900454662962268,0.913,0.536,1.70737456255952e-179,"pDC","CANX"
"DNAJC71",1.43063399657707e-182,0.889387962372935,0.89,0.493,2.96556121150462e-178,"pDC","DNAJC7"
"CHCHD25",2.44693359093374e-182,0.783936516235386,0.986,0.896,5.07224864064655e-178,"pDC","CHCHD2"
"TMX1",8.78594217576121e-182,0.67028021250673,0.708,0.249,1.82123795361354e-177,"pDC","TMX1"
"SELPLG5",2.77150237356823e-180,0.828046723433235,0.839,0.412,5.74504727016959e-176,"pDC","SELPLG"
"CREB3L2",3.58344644454923e-180,0.559228952409417,0.549,0.138,7.42812613490611e-176,"pDC","CREB3L2"
"NME4",5.91100612962188e-180,0.562772077953472,0.54,0.126,1.22529246060932e-175,"pDC","NME4"
"TSPYL2",1.24408068128716e-179,0.771528165390232,0.577,0.157,2.57885484424015e-175,"pDC","TSPYL2"
"H3F3B4",3.45041803866839e-179,0.842866897638241,1,0.995,7.1523715523557e-175,"pDC","H3F3B"
"RPS2310",1.09620451103745e-177,0.632280001391958,1,1,2.27232233092954e-173,"pDC","RPS23"
"TMED91",2.54400045645836e-177,0.761298822599289,0.8,0.376,5.27345854619253e-173,"pDC","TMED9"
"FCER1G4",1.68830400191145e-175,0.987830360731636,0.99,0.508,3.49968536556224e-171,"pDC","FCER1G"
"HLA-DRA7",8.61395632901341e-174,1.01861083955124,1,0.629,1.78558700744119e-169,"pDC","HLA-DRA"
"SEC11C2",6.7856804520991e-173,0.77163602479835,0.756,0.333,1.40660370091562e-168,"pDC","SEC11C"
"IRF2BPL",1.21554842396798e-172,0.526424511166817,0.523,0.128,2.51971032804322e-168,"pDC","IRF2BPL"
"UBE2E3",1.07657670956249e-171,0.739770084200665,0.7,0.248,2.23163586125208e-167,"pDC","UBE2E3"
"KDELR2",7.12392668738103e-171,0.672156309785188,0.744,0.309,1.47671876302721e-166,"pDC","KDELR2"
"DNAJC4",1.37927669701013e-170,0.635062843705328,0.705,0.246,2.85910266523229e-166,"pDC","DNAJC4"
"CCS",1.82515078072356e-170,0.584281803027317,0.638,0.2,3.78335505336186e-166,"pDC","CCS"
"SLC38A113",6.20613170522134e-170,0.773655726941933,0.827,0.364,1.28646904117533e-165,"pDC","SLC38A1"
"MYDGF1",9.76486923847608e-170,0.764572100419228,0.776,0.356,2.02415974444371e-165,"pDC","MYDGF"
"SPCS32",2.55246997751869e-169,0.807415118853813,0.88,0.503,5.29101501639849e-165,"pDC","SPCS3"
"NDUFV23",5.64812915142043e-169,0.773840418255737,0.861,0.461,1.17080069179794e-164,"pDC","NDUFV2"
"TIMM13",2.92733441049089e-168,0.688911080571892,0.743,0.303,6.06807149950656e-164,"pDC","TIMM13"
"SKAP24",1.60700178169244e-167,0.773764899102271,0.862,0.391,3.33115399327026e-163,"pDC","SKAP2"
"ITGAE1",1.35423971896366e-166,0.60675576568757,0.646,0.212,2.80720351343976e-162,"pDC","ITGAE"
"JAML3",5.05890741836415e-166,0.773022041665473,0.893,0.408,1.04866091875271e-161,"pDC","JAML"
"PPM1G3",5.95391900436722e-166,0.789551221701432,0.841,0.447,1.23418787041528e-161,"pDC","PPM1G"
"CHML",3.5009000920214e-165,0.622370433251392,0.517,0.122,7.25701580075117e-161,"pDC","CHML"
"USP24",9.09159697860486e-165,0.582594468598186,0.576,0.17,1.884597137695e-160,"pDC","USP24"
"SIVA1",1.82712256274128e-164,0.734754645836318,0.818,0.404,3.7874423603064e-160,"pDC","SIVA1"
"SNX37",3.11142523494718e-163,0.723906357532917,0.928,0.594,6.449673369522e-159,"pDC","SNX3"
"RPLP012",1.87734348564199e-162,0.664056948685427,1,0.991,3.89154531138729e-158,"pDC","RPLP0"
"RPL67",3.18249029392511e-162,0.555097938888947,1,1,6.59698413027736e-158,"pDC","RPL6"
"DHRS73",1.04714127099768e-161,0.747691151273366,0.846,0.427,2.1706191406511e-157,"pDC","DHRS7"
"DBNL4",1.78089905823218e-160,0.720427985640571,0.83,0.421,3.69162565780948e-156,"pDC","DBNL"
"FAM53C",8.17880088795848e-160,0.537326516009898,0.509,0.137,1.69538363606491e-155,"pDC","FAM53C"
"NUDT22",2.46527789725898e-159,0.582128256521177,0.624,0.209,5.11027455322814e-155,"pDC","NUDT22"
"ITPR2",2.72071419814785e-159,0.704462595924356,0.715,0.278,5.63976846134068e-155,"pDC","ITPR2"
"SPCS23",3.69482324982648e-159,0.74489976039722,0.89,0.555,7.6589991145653e-155,"pDC","SPCS2"
"ADI1",6.48042746971547e-159,0.723461507294169,0.727,0.287,1.34332781019732e-154,"pDC","ADI1"
"SVIP5",4.42679050797625e-158,0.646934317977868,0.764,0.309,9.17629404398397e-154,"pDC","SVIP"
"XBP13",8.00151663138964e-158,0.761835685305169,0.85,0.454,1.65863438252076e-153,"pDC","XBP1"
"PDIA33",8.92088932157035e-158,0.771300899532475,0.944,0.644,1.84921114746832e-153,"pDC","PDIA3"
"YPEL53",1.17361906666275e-157,0.78702990455671,0.813,0.403,2.43279496328522e-153,"pDC","YPEL5"
"COMMD3",4.423042364028e-157,0.611520046380564,0.691,0.257,9.16852451639364e-153,"pDC","COMMD3"
"AP3S1",1.33992292032369e-156,0.614205148734665,0.686,0.25,2.77752622153898e-152,"pDC","AP3S1"
"HINT2",1.84200669497808e-156,0.56539377855955,0.602,0.2,3.81829567802006e-152,"pDC","HINT2"
"NUDT5",2.57291650685442e-156,0.558277306718336,0.634,0.213,5.33339862705853e-152,"pDC","NUDT5"
"ATP5F1E4",2.82014894859618e-156,0.570870402869003,1,0.997,5.84588675554503e-152,"pDC","ATP5F1E"
"RPN2",7.57179891302587e-156,0.70476289053871,0.803,0.376,1.56955819668113e-151,"pDC","RPN2"
"SAMHD13",1.15655387953831e-155,0.834720727594325,0.963,0.715,2.39742053689496e-151,"pDC","SAMHD1"
"P4HB2",1.45443688234936e-155,0.732772952427988,0.832,0.443,3.01490221342198e-151,"pDC","P4HB"
"NCF13",5.98770778042954e-155,0.712701442636483,0.912,0.441,1.24119194580524e-150,"pDC","NCF1"
"DNAJA13",7.41400547454837e-155,0.817876423669216,0.88,0.512,1.53684919481913e-150,"pDC","DNAJA1"
"RFLNB",2.06577492555134e-154,0.688209317974192,0.695,0.263,4.28214484317537e-150,"pDC","RFLNB"
"MARCH21",3.0758720658141e-154,0.519239484473099,0.613,0.193,6.37597520522606e-150,"pDC","MARCH2"
"ULK1",4.73197252382973e-154,0.517736151862455,0.524,0.137,9.80890584464664e-150,"pDC","ULK1"
"TM9SF31",6.0644757090952e-154,0.75367763553728,0.798,0.394,1.25710516973834e-149,"pDC","TM9SF3"
"MX1",2.97005924010735e-153,0.893159865519274,0.691,0.276,6.15663579881852e-149,"pDC","MX1"
"SDHAF3",3.14460292245572e-153,0.456850405181869,0.509,0.14,6.51844739795845e-149,"pDC","SDHAF3"
"NADK2",5.91026959347693e-153,0.609780046034315,0.642,0.224,1.22513978403183e-148,"pDC","NADK"
"SND1",1.13332699578486e-152,0.579823995252344,0.639,0.226,2.34927352956244e-148,"pDC","SND1"
"RNASEH2B5",1.5002504996762e-152,0.685772210656733,0.769,0.353,3.10986926077879e-148,"pDC","RNASEH2B"
"MNAT1",7.86127460369396e-152,0.518226250819037,0.57,0.173,1.62956361259972e-147,"pDC","MNAT1"
"NHP2",1.80660597326023e-151,0.648451528773893,0.757,0.339,3.74491352197112e-147,"pDC","NHP2"
"SELENOH1",1.97118430048526e-151,0.70973799461173,0.925,0.631,4.08606793647589e-147,"pDC","SELENOH"
"SLC25A54",2.22433363849928e-151,0.742572714212398,0.959,0.662,4.61082119924516e-147,"pDC","SLC25A5"
"MYO9A",4.33605733193045e-151,0.538871713562106,0.508,0.141,8.98821324335862e-147,"pDC","MYO9A"
"CPNE3",4.76890378005983e-151,0.718933350247852,0.775,0.356,9.88546064568602e-147,"pDC","CPNE3"
"NACA5",6.00551356375768e-151,0.536546633975943,1,1,1.24488290663133e-146,"pDC","NACA"
"TRIM221",1.46608511260087e-150,0.766557130017888,0.855,0.452,3.03904782991035e-146,"pDC","TRIM22"
"NAPA",1.28166385990575e-149,0.598368253082476,0.675,0.244,2.65676101519863e-145,"pDC","NAPA"
"TFRC",2.04325417943124e-148,0.52533571929846,0.519,0.141,4.23546158854303e-144,"pDC","TFRC"
"RPS3A9",3.61065610726092e-148,0.539233271811703,1,1,7.48452904474116e-144,"pDC","RPS3A"
"SELENOF1",1.15387708745774e-147,0.650719008222931,0.873,0.521,2.39187181459115e-143,"pDC","SELENOF"
"CUX13",1.19690324929112e-147,0.704104878706154,0.763,0.329,2.48106074545557e-143,"pDC","CUX1"
"PDIA62",1.71998575882855e-147,0.768259243866842,0.813,0.438,3.5653584794757e-143,"pDC","PDIA6"
"ARHGAP27",1.1416413679093e-146,0.555050295798801,0.595,0.181,2.36650839153919e-142,"pDC","ARHGAP27"
"ELMSAN1",6.62027482779775e-146,0.54983893354481,0.589,0.191,1.37231676905419e-141,"pDC","ELMSAN1"
"UBC7",2.24752956776451e-145,0.669139614776862,0.999,0.977,4.65890404101905e-141,"pDC","UBC"
"NBDY",2.59968533621089e-145,0.591450480592742,0.713,0.285,5.38888773343155e-141,"pDC","NBDY"
"ANKRD1211",2.64830424099047e-145,0.795632436330472,0.973,0.777,5.48966986114914e-141,"pDC","ANKRD12"
"CBX6",1.48356148976027e-144,0.630454678992192,0.715,0.279,3.07527461212406e-140,"pDC","CBX6"
"APPL14",1.61516070047384e-144,0.653942656027012,0.768,0.354,3.34806661601223e-140,"pDC","APPL1"
"HIVEP1",1.70217021218894e-144,0.569463761484367,0.518,0.144,3.52842863284645e-140,"pDC","HIVEP1"
"RNF11",2.63335280222657e-144,0.496436181737516,0.555,0.168,5.45867702373547e-140,"pDC","RNF11"
"RPL238",4.21791324209416e-144,0.522397593754032,1,0.999,8.74331235953699e-140,"pDC","RPL23"
"ACSL3",5.36900756418719e-144,0.497389249881523,0.525,0.16,1.11294157798036e-139,"pDC","ACSL3"
"ARMH1",9.56131574321531e-144,0.604461034535935,0.561,0.171,1.9819651404111e-139,"pDC","ARMH1"
"RNF1303",1.34183585400151e-143,0.656626614731948,0.893,0.388,2.78149154175973e-139,"pDC","RNF130"
"GNL3",4.47579621845653e-143,0.604381704446686,0.642,0.237,9.27787798123855e-139,"pDC","GNL3"
"NFX1",3.83019024556014e-141,0.498978710092354,0.533,0.158,7.93960136002162e-137,"pDC","NFX1"
"SERTAD2",5.04139571803368e-141,0.517886150854088,0.592,0.198,1.0450309183912e-136,"pDC","SERTAD2"
"CYBB3",6.94403357649183e-141,0.648384335921518,0.962,0.413,1.43942872007099e-136,"pDC","CYBB"
"CDKN2D5",1.13588196627411e-140,0.746863454475003,0.85,0.497,2.3545697278896e-136,"pDC","CDKN2D"
"GALNT2",1.69227358034621e-140,0.502051909393201,0.503,0.132,3.50791390469965e-136,"pDC","GALNT2"
"SLC3A2",6.79795212282937e-140,0.625182698005462,0.711,0.3,1.4091474955413e-135,"pDC","SLC3A2"
"RPL37A10",2.57746181078446e-139,0.509314621345843,1,1,5.34282058757511e-135,"pDC","RPL37A"
"RABGAP1L2",2.92261751085929e-139,0.695074719190521,0.739,0.326,6.05829383826022e-135,"pDC","RABGAP1L"
"DDB1",4.39130611154353e-139,0.574630829250977,0.61,0.227,9.10273843861859e-135,"pDC","DDB1"
"TMEM141",5.50810084718657e-139,0.586212900666795,0.6,0.213,1.1417742246133e-134,"pDC","TMEM141"
"BEX4",1.97266750460638e-138,0.558536514594693,0.657,0.243,4.08914247029856e-134,"pDC","BEX4"
"BST24",7.02626935401871e-138,0.813862197335405,0.871,0.551,1.45647537439454e-133,"pDC","BST2"
"VPS361",1.81833188868532e-137,0.659269827521962,0.774,0.354,3.7692201720558e-133,"pDC","VPS36"
"HLA-DRB57",2.60945822559509e-137,0.653047486837484,0.898,0.398,5.40914595583607e-133,"pDC","HLA-DRB5"
"MTDH1",3.16986547370901e-137,0.795126268468651,0.943,0.724,6.57081414045141e-133,"pDC","MTDH"
"PRKRA",3.99979034736889e-137,0.463215807727496,0.505,0.142,8.29116541106098e-133,"pDC","PRKRA"
"TMED2",5.1665935526407e-137,0.67343304934201,0.768,0.384,1.07098317752689e-132,"pDC","TMED2"
"PEBP111",1.0827304967126e-136,0.705102303247171,0.869,0.51,2.24439204663554e-132,"pDC","PEBP1"
"TMX3",1.09363027287113e-136,0.48580116571307,0.546,0.174,2.26698619263457e-132,"pDC","TMX3"
"PRKCB7",2.10193038390847e-136,0.700467965649821,0.907,0.573,4.35709149280388e-132,"pDC","PRKCB"
"LAP33",2.57195878264721e-135,0.661382439603212,0.721,0.295,5.33141336054941e-131,"pDC","LAP3"
"EMC7",3.03337901573857e-135,0.547367637627185,0.679,0.28,6.28789136172449e-131,"pDC","EMC7"
"MLF2",4.15763224761544e-135,0.599523418662435,0.711,0.296,8.61835588608205e-131,"pDC","MLF2"
"HMGA11",1.97044281511761e-134,0.568077013508838,0.667,0.267,4.08453091145729e-130,"pDC","HMGA1"
"RUFY3",2.14647550847388e-133,0.515224786558405,0.564,0.173,4.44942908151551e-129,"pDC","RUFY3"
"RPL158",3.35219241814951e-133,0.488893050267947,1,1,6.94875966358212e-129,"pDC","RPL15"
"COMT2",7.88021228549429e-132,0.609969297905813,0.748,0.336,1.63348920466011e-127,"pDC","COMT"
"OTULINL",2.26096452358907e-131,0.56460087264571,0.593,0.22,4.68675336094779e-127,"pDC","OTULINL"
"APEX1",7.86586848362833e-131,0.669602603596606,0.785,0.414,1.63051587797132e-126,"pDC","APEX1"
"OTULIN",6.66724051996151e-130,0.541386022578285,0.621,0.224,1.38205228738282e-125,"pDC","OTULIN"
"GRSF1",7.76729040159971e-130,0.547757923261433,0.64,0.25,1.6100816273476e-125,"pDC","GRSF1"
"SRPRA",1.61955483212e-128,0.641602354656174,0.743,0.35,3.35717521150155e-124,"pDC","SRPRA"
"DNAJC3",2.28789316462902e-127,0.590355236612149,0.693,0.304,4.7425737409595e-123,"pDC","DNAJC3"
"GABARAPL21",2.76914495968131e-127,0.634864432459117,0.851,0.529,5.74016058692338e-123,"pDC","GABARAPL2"
"SLC35C2",3.47964678234326e-127,0.470000638521542,0.51,0.16,7.21295981511935e-123,"pDC","SLC35C2"
"ZNF22",3.74844077180578e-126,0.528983127906574,0.652,0.247,7.7701428758762e-122,"pDC","ZNF22"
"NFATC2IP",7.38737711420842e-126,0.66929117543909,0.722,0.35,1.53132940200426e-121,"pDC","NFATC2IP"
"SUPT5H",5.87309415702337e-125,0.61438725867557,0.696,0.328,1.21743368780937e-120,"pDC","SUPT5H"
"AC245014.31",1.73751299844135e-124,0.704433282369369,0.61,0.214,3.60169069446907e-120,"pDC","AC245014.3"
"TUBA1B2",2.68841783519292e-124,0.814573185823027,0.844,0.527,5.5728213305714e-120,"pDC","TUBA1B"
"DSTN5",5.23126309591284e-124,0.751871373636712,0.821,0.465,1.08438852715177e-119,"pDC","DSTN"
"CD362",1.57116076909617e-123,0.552379072380819,0.768,0.28,3.25685915825945e-119,"pDC","CD36"
"RRAGC",2.05429150690582e-123,0.465535820226136,0.506,0.161,4.25834086466507e-119,"pDC","RRAGC"
"SNHG75",4.11155463249013e-123,0.637126717441045,0.757,0.369,8.52284159768879e-119,"pDC","SNHG7"
"SSR11",2.5670742768661e-122,0.602007352230768,0.779,0.398,5.32128826851574e-118,"pDC","SSR1"
"SYS1",3.55488194073404e-122,0.463196464960954,0.502,0.158,7.36891477494759e-118,"pDC","SYS1"
"SLC38A2",1.34930853871233e-121,0.567882991808867,0.672,0.3,2.79698166989678e-117,"pDC","SLC38A2"
"RPS4X11",4.42995719492402e-120,0.593847322976297,1,1,9.18285826935801e-116,"pDC","RPS4X"
"PI4KA",1.5847351474222e-119,0.478414497192787,0.503,0.142,3.28499748709149e-115,"pDC","PI4KA"
"NIN2",3.39899944095906e-119,0.650986645313735,0.775,0.414,7.04578594116404e-115,"pDC","NIN"
"MEF2D",5.16462315360407e-119,0.488394831081303,0.527,0.17,1.07057473351059e-114,"pDC","MEF2D"
"HLA-DQB16",5.2191073596051e-119,0.641480531987879,0.907,0.439,1.08186876457254e-114,"pDC","HLA-DQB1"
"AKAP93",2.79441010158309e-118,0.739433732429206,0.901,0.632,5.7925326995716e-114,"pDC","AKAP9"
"SHTN11",5.07333281912206e-118,0.611730042225463,0.532,0.18,1.05165116007581e-113,"pDC","SHTN1"
"C11orf582",1.5429330122159e-117,0.612247816926407,0.926,0.707,3.19834584102234e-113,"pDC","C11orf58"
"ARHGAP5",9.96938570059927e-117,0.481844415769744,0.552,0.19,2.06655396187722e-112,"pDC","ARHGAP5"
"HLA-DRB17",1.5023536881972e-116,0.565428919344942,0.986,0.575,3.11422896026398e-112,"pDC","HLA-DRB1"
"IFI44L",1.76304823350945e-116,0.833203257703365,0.544,0.204,3.65462268324174e-112,"pDC","IFI44L"
"CNDP2",2.6678275780702e-116,0.537745185462244,0.633,0.249,5.53013978658172e-112,"pDC","CNDP2"
"PCMTD1",5.67066500460985e-116,0.580782756758271,0.728,0.367,1.17547214880558e-111,"pDC","PCMTD1"
"KIAA0100",6.69938174076712e-116,0.478998393006973,0.539,0.184,1.38871484104362e-111,"pDC","KIAA0100"
"LMO4",2.93323868071924e-115,0.526985470870852,0.661,0.284,6.08031046126291e-111,"pDC","LMO4"
"DMXL1",3.18508593868022e-115,0.490888731246348,0.555,0.203,6.60236464229022e-111,"pDC","DMXL1"
"LYN3",5.62164808320953e-115,0.615893260468182,0.876,0.435,1.1653114311685e-110,"pDC","LYN"
"IQGAP25",7.40975151919613e-115,0.624225299847852,0.85,0.507,1.53596739241417e-110,"pDC","IQGAP2"
"MS4A6A2",1.543421510082e-114,0.798105644500741,0.751,0.323,3.19935844824897e-110,"pDC","MS4A6A"
"NRDC",2.11933564200639e-114,0.602179676147289,0.754,0.391,4.39317085231506e-110,"pDC","NRDC"
"NMT1",6.45072470638621e-113,0.541513589457998,0.683,0.311,1.3371707243868e-108,"pDC","NMT1"
