"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARHGEF1",7.08550104924757e-121,0.287513722974339,0.603,0.517,1.46875351249853e-116,"NK","ARHGEF1"
"CCDC12",1.00134478087925e-119,0.257183862593242,0.536,0.424,2.0756875962846e-115,"NK","CCDC12"
"SRSF3",5.59928985548512e-119,0.258517071051207,0.797,0.763,1.16067679414351e-114,"NK","SRSF3"
"CDC42SE22",1.21569949461373e-118,0.245843228681122,0.674,0.593,2.5200234823848e-114,"NK","CDC42SE2"
"RNPS1",1.29090448269251e-117,0.262729986711039,0.536,0.442,2.6759159021733e-113,"NK","RNPS1"
"FNBP1",3.55146401264874e-117,0.279579194279444,0.716,0.663,7.36182975181958e-113,"NK","FNBP1"
"NAP1L41",1.37440485682807e-116,0.270015501452462,0.521,0.416,2.8490038277189e-112,"NK","NAP1L4"
"YPEL3",1.37516129365989e-114,0.273106948721965,0.654,0.581,2.85057184562758e-110,"NK","YPEL3"
"IK",5.07859022882332e-114,0.278920185641191,0.671,0.611,1.05274096853279e-109,"NK","IK"
"MYO1G1",9.4105202514074e-114,0.241152431550524,0.606,0.494,1.95070674291424e-109,"NK","MYO1G"
"PSMD8",9.84251206462397e-112,0.248153358720214,0.574,0.493,2.0402543258759e-107,"NK","PSMD8"
"LUC7L3",6.99906935154489e-110,0.231928582344455,0.799,0.757,1.45083708588174e-105,"NK","LUC7L3"
"PSMB1",3.41496696107266e-107,0.234774315499487,0.704,0.664,7.07888501360751e-103,"NK","PSMB1"
"TAF7",1.21759131927882e-105,0.24758910172948,0.567,0.482,2.52394504573306e-101,"NK","TAF7"
"EPB412",6.60972429101319e-105,0.234223199006872,0.605,0.506,1.37012974828412e-100,"NK","EPB41"
"UFC1",8.94756719269413e-105,0.260863375251245,0.596,0.527,1.85474120337357e-100,"NK","UFC1"
"APBB1IP",1.73621792757884e-104,0.25791854260226,0.656,0.593,3.59900614207817e-100,"NK","APBB1IP"
"CAP11",1.72414829973633e-103,0.225459895838523,0.778,0.724,3.57398701052344e-99,"NK","CAP1"
"TRIR",6.75283965039547e-101,0.222036048859358,0.816,0.799,1.39979613113048e-96,"NK","TRIR"
"UQCR111",4.81470574313918e-100,0.204053314407288,0.853,0.841,9.9804035349532e-96,"NK","UQCR11"
"FMNL11",8.5448467832295e-99,0.215755985529415,0.696,0.619,1.77126128969564e-94,"NK","FMNL1"
"TUT42",1.30818438944608e-98,0.233002261693324,0.529,0.424,2.71173542088278e-94,"NK","TUT4"
"YWHAB1",1.44050119269497e-98,0.200975519374759,0.916,0.899,2.9860149223374e-94,"NK","YWHAB"
"NEDD8",1.99231045345097e-96,0.227652701229506,0.716,0.685,4.12986033895852e-92,"NK","NEDD8"
"CHD32",1.55058057373101e-95,0.233999161330314,0.501,0.402,3.21419847128701e-91,"NK","CHD3"
"HNRNPR",7.73215730393582e-94,0.255377897218104,0.654,0.607,1.60279888753286e-89,"NK","HNRNPR"
"TTC14",2.63997721138285e-92,0.242045325157502,0.557,0.478,5.4724087614755e-88,"NK","TTC14"
"NDUFA12",4.58217292487866e-91,0.244344451656428,0.595,0.525,9.49838625598098e-87,"NK","NDUFA12"
"SCAF11",9.64235284725193e-91,0.228942554232436,0.763,0.74,1.99876332170685e-86,"NK","SCAF11"
"USP34",6.99636210192661e-90,0.241887435358879,0.536,0.461,1.45027590010837e-85,"NK","USP34"
"EMB",1.05393764400563e-89,0.233989534944588,0.638,0.553,2.18470734225926e-85,"NK","EMB"
"TPR",3.13570518062878e-88,0.277389331332555,0.681,0.64,6.50000326892539e-84,"NK","TPR"
"SETX1",1.37235186433838e-87,0.252845187678976,0.562,0.491,2.84474817958703e-83,"NK","SETX"
"POMP1",2.88701534383187e-87,0.231317550876186,0.617,0.547,5.98449410622908e-83,"NK","POMP"
"TMEM59",4.0003716278425e-87,0.229965798630019,0.667,0.617,8.29237034735471e-83,"NK","TMEM59"
"ZRANB21",4.19533940980728e-86,0.231541921442263,0.67,0.616,8.69651906258951e-82,"NK","ZRANB2"
"OGA",2.46876930961372e-84,0.236416710878141,0.553,0.479,5.11751190189828e-80,"NK","OGA"
"HNRNPM",4.28168440324867e-83,0.242168684142684,0.679,0.642,8.87550359949417e-79,"NK","HNRNPM"
"STUB1",4.45059196336197e-83,0.205857094855376,0.504,0.418,9.22563208085302e-79,"NK","STUB1"
"PPM1G",4.9956902204862e-83,0.237312412551851,0.517,0.441,1.03555662580458e-78,"NK","PPM1G"
"HMGN1",1.35630558128505e-82,0.210935497167285,0.757,0.699,2.81148583944578e-78,"NK","HMGN1"
"NR3C1",1.28550055178685e-81,0.249185742200183,0.512,0.434,2.66471409379897e-77,"NK","NR3C1"
"ROCK11",8.16971389141441e-80,0.247014010524779,0.683,0.631,1.69349999255129e-75,"NK","ROCK1"
"PSMA71",2.70966652107606e-79,0.215948426282598,0.794,0.779,5.61686773153856e-75,"NK","PSMA7"
"DHX36",3.134974590592e-79,0.237684138315868,0.524,0.453,6.49848882883815e-75,"NK","DHX36"
"UBE2L3",5.85034071593748e-79,0.230121251223327,0.581,0.513,1.21271712700668e-74,"NK","UBE2L3"
"PAIP2",4.40359397224085e-78,0.227859685035439,0.675,0.634,9.12820994505807e-74,"NK","PAIP2"
"SRSF91",1.75128617034406e-77,0.207633565672405,0.665,0.628,3.6302411025062e-73,"NK","SRSF9"
"HNRNPF",5.38881520552086e-77,0.236416047730217,0.627,0.591,1.11704750395242e-72,"NK","HNRNPF"
"TPI11",7.57037015804953e-77,0.205640180371814,0.684,0.628,1.56926203006209e-72,"NK","TPI1"
"PSMA5",5.85197536074351e-76,0.222708177206657,0.503,0.415,1.21305597252852e-71,"NK","PSMA5"
"BDP1",2.50736919347889e-75,0.263762316229338,0.523,0.449,5.19752560116239e-71,"NK","BDP1"
"SAP18",2.1423923336851e-74,0.206584453192905,0.733,0.71,4.44096506849585e-70,"NK","SAP18"
"P4HB1",7.97041009940393e-74,0.22107654853535,0.516,0.436,1.65218630950544e-69,"NK","P4HB"
"C11orf58",2.03144170349334e-73,0.204902048991641,0.724,0.706,4.21097550717133e-69,"NK","C11orf58"
"DYNLL11",5.11900970600281e-73,0.217348965462244,0.628,0.556,1.06111952195732e-68,"NK","DYNLL1"
"RALBP1",5.30718116108419e-73,0.245248312725006,0.501,0.416,1.10012558288114e-68,"NK","RALBP1"
"RAD21",6.00860261146646e-73,0.238794376622416,0.581,0.53,1.24552323533088e-68,"NK","RAD21"
"PCM11",1.08655502124733e-71,0.235842690911813,0.587,0.536,2.25231990354359e-67,"NK","PCM1"
"CHMP4A",2.93998836843532e-71,0.22128605003484,0.508,0.44,6.09430188892957e-67,"NK","CHMP4A"
"PA2G4",6.9245468175352e-71,0.231981704389671,0.6,0.552,1.43538930980687e-66,"NK","PA2G4"
"RTF1",4.51417520497764e-70,0.237125852828646,0.561,0.504,9.35743378239815e-66,"NK","RTF1"
"ATF7IP",1.64150689866535e-69,0.210360425879892,0.514,0.442,3.4026796502434e-65,"NK","ATF7IP"
"SH3GLB11",8.09922750423452e-69,0.219943562685572,0.52,0.442,1.67888886935277e-64,"NK","SH3GLB1"
"TAX1BP1",1.80248775973956e-66,0.216633865787667,0.687,0.662,3.73637687716414e-62,"NK","TAX1BP1"
"CHD4",8.55149234117613e-65,0.238050016310178,0.536,0.476,1.7726388474024e-60,"NK","CHD4"
"CIB1",1.4270726913069e-64,0.209955590468658,0.589,0.537,2.95817898181008e-60,"NK","CIB1"
"TMED10",2.34590610963104e-64,0.218872699439007,0.5,0.431,4.86282877465418e-60,"NK","TMED10"
"ENSA",7.76527337097842e-64,0.211066912101397,0.503,0.434,1.60966351707012e-59,"NK","ENSA"
"SLTM",6.90198770260136e-63,0.256827116261549,0.579,0.52,1.43071303087224e-58,"NK","SLTM"
"ERBIN1",7.54832749837157e-58,0.217025632911024,0.526,0.464,1.56469280713744e-53,"NK","ERBIN"
"RSF1",3.27704825020413e-56,0.214279409270352,0.51,0.454,6.79299331784814e-52,"NK","RSF1"
"AKAP9",3.70681767280501e-56,0.238537843563068,0.659,0.631,7.68386235395751e-52,"NK","AKAP9"
"NDUFC2",1.52412870189355e-55,0.201505067870278,0.56,0.499,3.15936638615514e-51,"NK","NDUFC2"
"RSRC2",1.7584528702313e-52,0.213376868700764,0.56,0.522,3.64509695470246e-48,"NK","RSRC2"
"DYNC1H1",3.93145083658067e-52,0.205993457443505,0.503,0.448,8.14950443914807e-48,"NK","DYNC1H1"
"VPS13C1",4.98847542481319e-52,0.200427374472255,0.672,0.636,1.03406107080953e-47,"NK","VPS13C"
"BAX1",1.93182915624979e-41,0.216826319063117,0.523,0.479,4.00448865799019e-37,"NK","BAX"
"H2AFV",9.96076113177115e-41,0.216856865960482,0.557,0.522,2.06476617500484e-36,"NK","H2AFV"
"MT-ND6",2.54425534705744e-38,0.200220651359239,0.582,0.557,5.27398690891536e-34,"NK","MT-ND6"
"HMGN2",2.01950614712714e-36,0.221538679637941,0.772,0.778,4.18623429237985e-32,"NK","HMGN2"
"IGKC",0,5.58960088039589,0.792,0.296,0,"B","IGKC"
"IGLC2",0,4.59909157922151,0.559,0.149,0,"B","IGLC2"
"IGHM",0,4.23024054250565,0.814,0.086,0,"B","IGHM"
"MS4A1",0,3.19937998273878,0.965,0.032,0,"B","MS4A1"
"CD79A",0,2.91050238501954,0.985,0.029,0,"B","CD79A"
"IGHD",0,2.68556608293584,0.698,0.012,0,"B","IGHD"
"BANK1",0,2.40553686024028,0.925,0.029,0,"B","BANK1"
"RALGPS2",0,2.36218242951447,0.934,0.089,0,"B","RALGPS2"
"CD79B",0,2.18236175396666,0.933,0.125,0,"B","CD79B"
"CD741",0,2.13902000414535,0.999,0.761,0,"B","CD74"
"TCL1A",0,1.94274191129162,0.542,0.013,0,"B","TCL1A"
"HLA-DRA1",0,1.85232591950253,0.981,0.599,0,"B","HLA-DRA"
"CD37",0,1.84098530964937,0.978,0.879,0,"B","CD37"
"TNFRSF13C",0,1.71550017332851,0.828,0.023,0,"B","TNFRSF13C"
"HLA-DPB11",0,1.64768940666551,0.977,0.577,0,"B","HLA-DPB1"
"HLA-DQA1",0,1.62446924650567,0.926,0.196,0,"B","HLA-DQA1"
"LINC00926",0,1.62423693334007,0.803,0.017,0,"B","LINC00926"
"HLA-DQB11",0,1.55190773108273,0.962,0.393,0,"B","HLA-DQB1"
"VPREB3",0,1.53281208835087,0.686,0.005,0,"B","VPREB3"
"MEF2C1",0,1.51766966230268,0.88,0.272,0,"B","MEF2C"
"CXCR4",0,1.41167452259659,0.917,0.667,0,"B","CXCR4"
"CD221",0,1.40594894146782,0.709,0.013,0,"B","CD22"
"HLA-DRB11",0,1.3815444542383,0.977,0.54,0,"B","HLA-DRB1"
"TSC22D3",0,1.3015988303605,0.944,0.753,0,"B","TSC22D3"
"HLA-DPA11",0,1.2860786830207,0.98,0.551,0,"B","HLA-DPA1"
"AFF3",0,1.22024298557455,0.672,0.046,0,"B","AFF3"
"SWAP70",0,1.20284575265647,0.746,0.14,0,"B","SWAP70"
"LTB1",0,1.19190150949211,0.963,0.632,0,"B","LTB"
"BCL11A",0,1.15726553649404,0.712,0.114,0,"B","BCL11A"
"ADAM28",0,1.11811426740454,0.624,0.05,0,"B","ADAM28"
"PLPP5",0,1.11709194629658,0.579,0.09,0,"B","PLPP5"
"HLA-DMB1",0,1.08552219427622,0.831,0.292,0,"B","HLA-DMB"
"TCF4",0,1.06924711470389,0.667,0.104,0,"B","TCF4"
"BTG1",0,1.06640540287018,0.981,0.972,0,"B","BTG1"
"EZR",0,1.0652899373008,0.847,0.488,0,"B","EZR"
"P2RX5",0,1.05983233392415,0.608,0.033,0,"B","P2RX5"
"PAX5",0,1.05318005375195,0.597,0.004,0,"B","PAX5"
"BIRC3",0,1.02323472742782,0.731,0.308,0,"B","BIRC3"
"BLK",0,1.0082530731584,0.584,0.013,0,"B","BLK"
"STX71",0,0.976774240537832,0.722,0.289,0,"B","STX7"
"COBLL1",0,0.971325167481564,0.537,0.01,0,"B","COBLL1"
"STRBP",0,0.950557327608041,0.609,0.087,0,"B","STRBP"
"FCRL1",0,0.937415097139493,0.523,0.004,0,"B","FCRL1"
"FAM129C",0,0.934873859586612,0.543,0.014,0,"B","FAM129C"
"TXNIP1",0,0.905506084531045,0.993,0.984,0,"B","TXNIP"
"HLA-DMA1",0,0.896242442512384,0.826,0.323,0,"B","HLA-DMA"
"MARCH11",0,0.895638608554674,0.771,0.292,0,"B","MARCH1"
"HVCN1",0,0.874353216714536,0.617,0.177,0,"B","HVCN1"
"ISG202",0,0.874089551006484,0.834,0.482,0,"B","ISG20"
"JUN1",0,0.872738726782246,0.757,0.435,0,"B","JUN"
"HLA-DRB51",0,0.869517290855256,0.873,0.356,0,"B","HLA-DRB5"
"RPS11",0,0.852173316453213,1,1,0,"B","RPS11"
"GNG7",0,0.812235507638575,0.524,0.038,0,"B","GNG7"
"EAF2",0,0.812188325380441,0.532,0.121,0,"B","EAF2"
"HLA-DOB",0,0.806190371518261,0.508,0.011,0,"B","HLA-DOB"
"RPS52",0,0.803171908559287,0.999,0.991,0,"B","RPS5"
"IRF8",0,0.798085787237036,0.652,0.187,0,"B","IRF8"
"SEL1L3",0,0.794600705757932,0.521,0.084,0,"B","SEL1L3"
"RPL18A2",0,0.788172407524993,1,1,0,"B","RPL18A"
"ARHGAP24",0,0.787117327827267,0.522,0.088,0,"B","ARHGAP24"
"GABPB1-AS1",0,0.773670253480614,0.662,0.375,0,"B","GABPB1-AS1"
"SNX21",0,0.77040748621043,0.756,0.382,0,"B","SNX2"
"SP140",0,0.767179568420269,0.589,0.182,0,"B","SP140"
"CD40",0,0.766816742756046,0.516,0.061,0,"B","CD40"
"IFT57",0,0.765885364036681,0.528,0.137,0,"B","IFT57"
"PDLIM1",0,0.764999915597139,0.553,0.056,0,"B","PDLIM1"
"TPD52",0,0.762045001363039,0.551,0.089,0,"B","TPD52"
"FCMR",0,0.756266551114727,0.654,0.256,0,"B","FCMR"
"KLF22",0,0.75290793017542,0.98,0.886,0,"B","KLF2"
"CXXC5",0,0.752352611973868,0.608,0.184,0,"B","CXXC5"
"ARID5B",0,0.743747586253866,0.617,0.269,0,"B","ARID5B"
"IKZF32",0,0.740911779834629,0.711,0.297,0,"B","IKZF3"
"CD521",0,0.733511066232125,0.992,0.949,0,"B","CD52"
"RPL81",0,0.716145396250454,1,1,0,"B","RPL8"
"SP1001",0,0.701367417762851,0.858,0.646,0,"B","SP100"
"JUND1",0,0.69921815911146,0.964,0.935,0,"B","JUND"
"RPS232",0,0.696294730798137,1,1,0,"B","RPS23"
"PRDM2",0,0.693848400799473,0.692,0.393,0,"B","PRDM2"
"PARP1",0,0.687492575249891,0.704,0.363,0,"B","PARP1"
"RPL13A2",0,0.686618534281622,1,1,0,"B","RPL13A"
"ORAI2",0,0.68512497526074,0.596,0.223,0,"B","ORAI2"
"ZCCHC7",0,0.68207887085257,0.567,0.22,0,"B","ZCCHC7"
"CCDC50",0,0.671809711037454,0.51,0.148,0,"B","CCDC50"
"PRKCB1",0,0.664649442703361,0.796,0.554,0,"B","PRKCB"
"MBD4",0,0.660911347361255,0.664,0.347,0,"B","MBD4"
"CYB561A3",0,0.643905486486247,0.526,0.158,0,"B","CYB561A3"
"RPS272",0,0.641444658169139,1,1,0,"B","RPS27"
"SEC62",0,0.628569750670412,0.853,0.666,0,"B","SEC62"
"RPSA2",0,0.628444625952769,0.999,0.992,0,"B","RPSA"
"EEF1B22",0,0.61615817043321,0.998,0.981,0,"B","EEF1B2"
"NCOA3",0,0.607556395952761,0.62,0.323,0,"B","NCOA3"
"SP110",0,0.607121150595087,0.766,0.533,0,"B","SP110"
"FCHSD2",0,0.605505161670298,0.503,0.172,0,"B","FCHSD2"
"SNHG7",0,0.603964803017763,0.641,0.345,0,"B","SNHG7"
"SNX29",0,0.596235436926659,0.519,0.204,0,"B","SNX29"
"PARP141",0,0.594484510607843,0.68,0.434,0,"B","PARP14"
"PPM1K",0,0.590074105374003,0.557,0.238,0,"B","PPM1K"
"RPS82",0,0.582068857303102,1,1,0,"B","RPS8"
"EBLN3P",0,0.578670588810863,0.61,0.302,0,"B","EBLN3P"
"RPL10A2",0,0.569873586203151,0.999,0.997,0,"B","RPL10A"
"PLEKHA2",0,0.56882714221331,0.524,0.248,0,"B","PLEKHA2"
"RPS182",0,0.551310233104393,1,1,0,"B","RPS18"
"RPL23A2",0,0.549882023295187,0.999,1,0,"B","RPL23A"
"SMAP21",0,0.548970429766808,0.872,0.75,0,"B","SMAP2"
"PNISR1",0,0.546287644073622,0.963,0.895,0,"B","PNISR"
"POU2F21",0,0.546110193227276,0.8,0.491,0,"B","POU2F2"
"RPL122",0,0.542684984431205,0.999,1,0,"B","RPL12"
"PLCG2",0,0.541423415705621,0.596,0.364,0,"B","PLCG2"
"UVRAG",0,0.540584732593977,0.559,0.253,0,"B","UVRAG"
"REL1",0,0.531005008963976,0.807,0.561,0,"B","REL"
"RPL352",0,0.530731737662082,0.999,1,0,"B","RPL35"
"SYPL1",0,0.530680337409116,0.532,0.231,0,"B","SYPL1"
"MTPN1",0,0.530445179466015,0.887,0.706,0,"B","MTPN"
"FOXP11",0,0.530215026135641,0.786,0.616,0,"B","FOXP1"
"RPS202",0,0.529917773849581,0.999,1,0,"B","RPS20"
"ATF7IP1",0,0.517306111544236,0.616,0.435,0,"B","ATF7IP"
"RPS212",0,0.515874844818588,0.999,0.999,0,"B","RPS21"
"TAF1D",0,0.509663543216607,0.742,0.554,0,"B","TAF1D"
"RPLP02",0,0.507925725873061,0.999,0.991,0,"B","RPLP0"
"SMCHD1",0,0.506517087178238,0.848,0.709,0,"B","SMCHD1"
"DNAJC10",0,0.501525093192614,0.513,0.248,0,"B","DNAJC10"
"RPL22L1",0,0.501220739333664,0.667,0.458,0,"B","RPL22L1"
"NOP532",0,0.495129780201618,0.967,0.884,0,"B","NOP53"
"RPL182",0,0.490637970447731,1,1,0,"B","RPL18"
"RPS24",0,0.490334713255867,1,1,0,"B","RPS2"
"RPLP22",0,0.483972940111237,1,1,0,"B","RPLP2"
"FAU1",0,0.482369893511189,1,1,0,"B","FAU"
"RPL132",0,0.476875593333341,1,1,0,"B","RPL13"
"RPL412",0,0.475143757754076,1,1,0,"B","RPL41"
"HSP90AB11",0,0.472404448277634,0.953,0.878,0,"B","HSP90AB1"
"RPL151",0,0.46999470712981,0.999,1,0,"B","RPL15"
"TRIM381",0,0.467798733969439,0.676,0.462,0,"B","TRIM38"
"RPS192",0,0.461846999320079,1,1,0,"B","RPS19"
"RPL7A2",0,0.461129204634606,1,1,0,"B","RPL7A"
"HMGN11",0,0.460222953969118,0.874,0.69,0,"B","HMGN1"
"STK17A2",0,0.45377362543183,0.702,0.466,0,"B","STK17A"
"RPL291",0,0.452789920907793,0.999,1,0,"B","RPL29"
"SF11",0,0.45267268446654,0.865,0.75,0,"B","SF1"
"RCSD11",0,0.452507800303424,0.689,0.505,0,"B","RCSD1"
"RPL391",0,0.452051438981018,1,1,0,"B","RPL39"
"CD812",0,0.451799340542591,0.757,0.491,0,"B","CD81"
"SH3BP51",0,0.448418730115428,0.589,0.337,0,"B","SH3BP5"
"PNN1",0,0.447768532947156,0.854,0.736,0,"B","PNN"
"NSD31",0,0.443140536925921,0.753,0.562,0,"B","NSD3"
"APPL1",0,0.442847764711338,0.565,0.337,0,"B","APPL1"
"RACK11",0,0.439766863155882,0.999,0.999,0,"B","RACK1"
"RPL27A2",0,0.439358116239781,1,1,0,"B","RPL27A"
"MYCBP2",0,0.439174589570087,0.819,0.677,0,"B","MYCBP2"
"TSTD12",0,0.43833612402017,0.645,0.408,0,"B","TSTD1"
"LAPTM51",0,0.4326073674301,0.943,0.886,0,"B","LAPTM5"
"RPS4X2",0,0.43191120155779,1,1,0,"B","RPS4X"
"TCEA1",0,0.42468482307834,0.756,0.599,0,"B","TCEA1"
"RPL192",0,0.422549303961474,1,1,0,"B","RPL19"
"RPL111",0,0.418589240057661,1,1,0,"B","RPL11"
"RPS292",0,0.416920529847474,1,1,0,"B","RPS29"
"RPL212",0,0.414658522806116,1,1,0,"B","RPL21"
"RPL37A1",0,0.411211042317317,1,1,0,"B","RPL37A"
"RPL310",0,0.401493718420476,1,1,0,"B","RPL3"
"RPS72",0,0.395337145953372,1,1,0,"B","RPS7"
"LSM7",0,0.394900331649576,0.742,0.58,0,"B","LSM7"
"RPL92",0,0.392747782203313,0.999,1,0,"B","RPL9"
"ANAPC161",0,0.389094349572429,0.829,0.68,0,"B","ANAPC16"
"RPS152",0,0.388952612893346,1,1,0,"B","RPS15"
"RPL372",0,0.386387122879062,1,1,0,"B","RPL37"
"SNX31",0,0.386323175317261,0.751,0.582,0,"B","SNX3"
"RPS62",0,0.385194002190896,1,1,0,"B","RPS6"
"EEF2",0,0.384253591062786,0.982,0.954,0,"B","EEF2"
"CIRBP2",0,0.38277843391803,0.915,0.809,0,"B","CIRBP"
"MT-ND31",0,0.37911444217529,1,1,0,"B","MT-ND3"
"RPS102",0,0.378100966788324,0.997,0.996,0,"B","RPS10"
"PTMA",0,0.376738957094036,1,1,0,"B","PTMA"
"RPL322",0,0.375021047327484,1,1,0,"B","RPL32"
"LY861",0,0.373590323259034,0.549,0.269,0,"B","LY86"
"RPL362",0,0.373041839471646,0.999,1,0,"B","RPL36"
"RPL272",0,0.371588105000585,0.999,0.999,0,"B","RPL27"
"TMEM1541",0,0.368905837432794,0.536,0.311,0,"B","TMEM154"
"RPS252",0,0.366651915983454,0.999,1,0,"B","RPS25"
"MT-CO21",0,0.366464643696244,1,1,0,"B","MT-CO2"
"NCF11",0,0.364391627481042,0.774,0.412,0,"B","NCF1"
"MT-CO31",0,0.363353243890043,1,1,0,"B","MT-CO3"
"PDE4B",0,0.345988978282112,0.532,0.299,0,"B","PDE4B"
"RPLP11",0,0.34548215742815,1,1,0,"B","RPLP1"
"RPL102",0,0.345438129915521,1,1,0,"B","RPL10"
"RPL52",0,0.344681413254364,0.999,0.999,0,"B","RPL5"
"RPL302",0,0.34266891760572,1,1,0,"B","RPL30"
"RPS27A2",0,0.337478914696424,1,1,0,"B","RPS27A"
"RPL342",0,0.337395086660045,1,1,0,"B","RPL34"
"RPS91",0,0.336103457058942,1,1,0,"B","RPS9"
"RPS162",0,0.322432096325834,0.999,1,0,"B","RPS16"
"MT-ATP6",0,0.315663229204473,1,1,0,"B","MT-ATP6"
"RPS282",0,0.314845941237296,1,1,0,"B","RPS28"
"RPL261",0,0.307579952127994,1,1,0,"B","RPL26"
"EEF1D2",0,0.300195971621701,0.994,0.989,0,"B","EEF1D"
"RPL312",0,0.299116399483665,0.996,0.994,0,"B","RPL31"
"MT-ND41",0,0.296281603442198,1,1,0,"B","MT-ND4"
"RPS15A2",0,0.290439373966053,1,1,0,"B","RPS15A"
"RPL231",0,0.286581833721078,0.999,0.999,0,"B","RPL23"
"RPL35A2",0,0.278766704645548,0.999,1,0,"B","RPL35A"
"RPL222",0,0.276889955934098,0.999,0.999,0,"B","RPL22"
"RPS3A2",0,0.275758556078218,0.999,1,0,"B","RPS3A"
"RPL382",0,0.275606623717148,0.998,1,0,"B","RPL38"
"RPS131",0,0.243548012462883,0.999,1,0,"B","RPS13"
"RPS122",0,0.242979883019841,1,1,0,"B","RPS12"
"EEF1A11",0,0.242526842322413,1,1,0,"B","EEF1A1"
"RPL282",0,0.238151443444166,1,1,0,"B","RPL28"
"RPL72",0,0.233224494827638,0.998,1,0,"B","RPL7"
"ATP2B11",8.76704593775962e-307,0.356629131552636,0.666,0.463,1.81732095243819e-302,"B","ATP2B1"
"TMEM243",2.05913206563058e-305,0.345882858125752,0.521,0.32,4.26837485884563e-301,"B","TMEM243"
"RIPOR2",1.18874628002854e-301,0.353476565603301,0.902,0.819,2.46415216387116e-297,"B","RIPOR2"
"PTPN1",1.9003936258918e-300,0.42582367281358,0.559,0.379,3.93932594711111e-296,"B","PTPN1"
"TUT43",6.65679337980759e-296,0.369208472484056,0.621,0.419,1.37988669970031e-291,"B","TUT4"
"LBH3",4.60194421185616e-293,0.351401725308599,0.59,0.366,9.53937015675664e-289,"B","LBH"
"CHCHD101",5.81680119089623e-292,0.358158209539928,0.632,0.454,1.20576471886088e-287,"B","CHCHD10"
"RPL242",3.66803901475246e-290,0.213697572753095,0.999,1,7.60347807368038e-286,"B","RPL24"
"SYNGR21",4.07088920426092e-289,0.31549012452487,0.528,0.326,8.43854623151247e-285,"B","SYNGR2"
"ARID1B",2.42804049078807e-284,0.380249938593563,0.656,0.485,5.03308513335459e-280,"B","ARID1B"
"LUC7L31",5.97849697961332e-280,0.350398348333928,0.857,0.753,1.23928263890405e-275,"B","LUC7L3"
"MT-CYB",6.76735123362808e-273,0.268490818331818,1,1,1.40280423721876e-268,"B","MT-CYB"
"RPL43",3.09860442651307e-267,0.265593236202304,0.996,0.991,6.42309711571895e-263,"B","RPL4"
"PLAC81",7.15765734388322e-267,0.286577482225957,0.803,0.641,1.48371079081355e-262,"B","PLAC8"
"UBE2J11",4.16197810393798e-266,0.433467603601662,0.507,0.318,8.62736441165304e-262,"B","UBE2J1"
"C6orf482",8.45283349031512e-266,0.338079894256915,0.753,0.597,1.75218785420742e-261,"B","C6orf48"
"CHD91",3.16719544938627e-263,0.331967215157274,0.552,0.36,6.5652794470328e-259,"B","CHD9"
"PPP3CA",1.23924582268558e-262,0.349967821958305,0.5,0.322,2.56883266584493e-258,"B","PPP3CA"
"CLEC2D2",8.14463558024396e-262,0.396987730894155,0.682,0.488,1.68830150942877e-257,"B","CLEC2D"
"GNAS",9.93705837342207e-262,0.22339707788774,0.962,0.918,2.05985283022666e-257,"B","GNAS"
"TAF71",3.16057243860421e-261,0.340926192244879,0.657,0.477,6.55155060798267e-257,"B","TAF7"
"RNASEH2B",4.13117076887395e-261,0.360280833800294,0.525,0.339,8.5635038867988e-257,"B","RNASEH2B"
"MDM4",8.71961529245148e-260,0.392512500409507,0.672,0.519,1.80748905397227e-255,"B","MDM4"
"NAP1L1",6.18703944223707e-245,0.228121895372935,0.946,0.904,1.28251140598132e-240,"B","NAP1L1"
"ZFAS1",1.177677579977e-243,0.319704500449098,0.914,0.867,2.44120785553432e-239,"B","ZFAS1"
"CDK13",2.38213957231042e-243,0.403629107981575,0.573,0.412,4.93793711944227e-239,"B","CDK13"
"ISCU",7.65006142250079e-242,0.345967415775721,0.677,0.519,1.58578123227019e-237,"B","ISCU"
"RASGRP2",2.84330647269735e-240,0.323614691891925,0.57,0.401,5.89388998725433e-236,"B","RASGRP2"
"ARGLU11",7.41138834088371e-232,0.316128620314475,0.876,0.809,1.53630668918178e-227,"B","ARGLU1"
"EIF4A22",1.10047044644077e-230,0.298713345938057,0.855,0.763,2.28116518842708e-226,"B","EIF4A2"
"JMJD1C1",1.96750456241019e-228,0.354475468742531,0.639,0.485,4.07844020742008e-224,"B","JMJD1C"
"ITSN2",7.56621631673685e-228,0.368606706642553,0.613,0.465,1.56840098029638e-223,"B","ITSN2"
"HNRNPDL1",6.79582157046983e-225,0.298722641372784,0.906,0.853,1.40870585334269e-220,"B","HNRNPDL"
"HERPUD11",3.52806577353893e-222,0.428121063842373,0.579,0.432,7.31332754196885e-218,"B","HERPUD1"
"UPF2",1.40917692334559e-219,0.323961088384748,0.577,0.413,2.92108284440308e-215,"B","UPF2"
"HINT12",2.37829372822365e-219,0.245587698832462,0.961,0.896,4.92996506923481e-215,"B","HINT1"
"CD692",4.16211418374907e-219,0.453405954816711,0.599,0.421,8.62764649149344e-215,"B","CD69"
"TLK1",6.90359158011413e-211,0.288885629432146,0.519,0.349,1.43104549864186e-206,"B","TLK1"
